Country Name,Country Code,Contestant Code,Contestant,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank
Botswana,BWA,34399,Prince Obakeng Motswaiso,0,0,0,0,0,0,0,,,589
Ghana,GHA,34326,Nana Bawuah Addai-Mensah,0,0,0,0,0,0,0,,,589
Ghana,GHA,34324,Adwoa Afriyie Asare Frimpong,0,0,0,0,0,0,0,,,589
Ghana,GHA,34164,Joel Boateng-Yamoah,0,0,0,0,0,0,0,,,589
Ghana,GHA,34163,Akua Ntiwaa Mensah,0,0,0,0,0,0,0,,,589
Kenya,KEN,34498,Alfred Githui Muriu,0,0,0,0,0,0,0,,,589
Myanmar,MMR,33985,Kyi Nuu Khant,0,0,0,0,0,0,0,,,589
Nepal,NPL,34181,Rahul Bhujel,0,0,0,0,0,0,0,,,589
Oman,OMN,33881,Qutoof Saif Mohsin Salim Al Abri,0,0,0,0,0,0,0,,,589
Oman,OMN,33884,Aisha Mohammed Nasser Saif Al Sadi,0,0,0,0,0,0,0,,,589
Oman,OMN,33885,Raghad Zahir Mubarak Al Shekaili,0,0,0,0,0,0,0,,,589
Uganda,UGA,33863,Austin Asiimwe,0,0,0,0,0,0,0,,,589
United Arab Emirates,UAE,34670,Mahra Khaled Jumah Alaraj Aldahmani,0,0,0,0,0,0,0,,,589
United Arab Emirates,UAE,34667,Khalifa Hamad Khalifa Alhamar Alzaabi,0,0,0,0,0,0,0,,,589
United Arab Emirates,UAE,34668,Ghosoun Rashed Mohamed Rashed Alsereidi,0,0,0,0,0,0,0,,,589
Venezuela,VEN,33310,Marcela Sofía Huatuco Cordido,0,0,0,0,0,0,0,,,589
