Country Name,Country Code,Contestant Code,Contestant,P1,P2,P3,P4,P5,P6,Total,Award,Extra Awards,Rank
Botswana,BWA,35535,Amy Irina Ruth,0,0,0,0,0,0,0,,,598
Cambodia,KHM,34989,Samnang Chheang,0,0,0,0,0,0,0,,,598
Cambodia,KHM,34991,Soklong Meng,0,0,0,0,0,0,0,,,598
Cambodia,KHM,34988,Lyhour Ny,0,0,0,0,0,0,0,,,598
Cambodia,KHM,34986,Borey Norint Son,0,0,0,0,0,0,0,,,598
Cambodia,KHM,34990,Penghy Tang,0,0,0,0,0,0,0,,,598
Ghana,GHA,34163,Akua Ntiwaa Mensah,0,0,0,0,0,0,0,,,598
Honduras,HND,35388,Emily Nahabi Acosta Bonilla,0,0,0,0,0,0,0,,,598
Honduras,HND,35393,Arianna Yaneisy Meza Pineda,0,0,0,0,0,0,0,,,598
Iceland,ISL,35063,Þorsteinn Snæland,0,0,0,0,0,0,0,,,598
Iraq,IRQ,34790,Enes Abdulazeez Anwer Al Hurmuzi,0,0,0,0,0,0,0,,,598
Kenya,KEN,34958,Allan Nzioka Kising'u,0,0,0,0,0,0,0,,,598
Kenya,KEN,34962,Wanjiru Mwangi,0,0,0,0,0,0,0,,,598
Montenegro,MNE,34997,Ognjen Jovanović,0,0,0,0,0,0,0,,,598
Namibia,NAM,34952,Sean Chembe,0,0,0,0,0,0,0,,,598
Namibia,NAM,34956,Helena Haikali,0,0,0,0,0,0,0,,,598
Namibia,NAM,34953,Anton Kanyanga,0,0,0,0,0,0,0,,,598
Palestine,PSE,35356,Leen Nawahda,0,0,0,0,0,0,0,,,598
Paraguay,PAR,35147,Alejandro Manuel Almaraz Aquino,0,0,0,0,0,0,0,,,598
Qatar,QAT,35505,Haya Jaithen,0,0,0,0,0,0,0,,,598
Rwanda,RWA,35151,Happiness Mary Reply Abeza,0,0,0,0,0,0,0,,,598
Rwanda,RWA,35152,Sonia Keza,0,0,0,0,0,0,0,,,598
Uganda,UGA,34848,Shadrach Lucky Obenyu,0,0,0,0,0,0,0,,,598
Uganda,UGA,34846,Elijah Kajiri Tendo,0,0,0,0,0,0,0,,,598
United Arab Emirates,UAE,35558,Reem Saeed Ahmed Alshaaer Alabdouli,0,0,0,0,0,0,0,,,598
United Arab Emirates,UAE,35557,Maryam Saeed Salem Rahmah Alhantoobi,0,0,0,0,0,0,0,,,598
United Arab Emirates,UAE,35556,Niket Vinesh,0,0,0,0,0,0,0,,,598
